"","workerid","trial_type","modifier2","noun","modifier1","stimulus","train","modifier","response","condition","expected_response","correct","post_nominal"
"611",7,"adj_num","six","horses","wooden","six wooden horses",FALSE,NA,"horses wooden six",1,"horses wooden six",TRUE,TRUE
"612",7,"adj_num","three","pillows","striped","three striped pillows",FALSE,NA,"pillows three striped",1,"pillows striped three",FALSE,TRUE
"613",7,"adj_num","six","keys","wooden","six wooden keys",FALSE,NA,"keys wooden six",1,"keys wooden six",TRUE,TRUE
"614",7,"adj_num","seven","bowls","purple","seven purple bowls",FALSE,NA,"bowls purple seven",1,"bowls purple seven",TRUE,TRUE
"615",7,"adj_num","five","pears","stone","five stone pears",FALSE,NA,"pears stone five",1,"pears stone five",TRUE,TRUE
"616",7,"adj_num","three","leaves","spotted","three spotted leaves",FALSE,NA,"leaves spotted three",1,"leaves spotted three",TRUE,TRUE
"617",7,"adj_num","nine","suitcases","purple","nine purple suitcases",FALSE,NA,"suitcases purple nine",1,"suitcases purple nine",TRUE,TRUE
"618",7,"adj_num","two","boxes","purple","two purple boxes",FALSE,NA,"boxes purple two",1,"boxes purple two",TRUE,TRUE
"619",7,"num",NA,"trays","ten","ten trays",FALSE,NA,"trays ten",1,"trays ten",TRUE,TRUE
"620",7,"adj_num","nine","bananas","wooden","nine wooden bananas",FALSE,NA,"bananas wooden nine",1,"bananas wooden nine",TRUE,TRUE
"621",7,"adj_num","eight","cherries","stone","eight stone cherries",FALSE,NA,"cherries stone eight",1,"cherries stone eight",TRUE,TRUE
"622",7,"adj",NA,"couch","dirty","dirty couch",FALSE,NA,"couch dirty",1,"couch dirty",TRUE,TRUE
"623",7,"adj_num","ten","ribbons","orange","ten orange ribbons",FALSE,NA,"ribbons orange ten",1,"ribbons orange ten",TRUE,TRUE
"624",7,"num",NA,"couch","one","one couch",FALSE,NA,"couch one",1,"couch one",TRUE,TRUE
"625",7,"num",NA,"handbags","seven","seven handbags",FALSE,NA,"handbags seven",1,"handbags seven",TRUE,TRUE
"626",7,"adj",NA,"shovel","spotted","spotted shovel",FALSE,NA,"shovel spotted",1,"shovel spotted",TRUE,TRUE
"627",7,"num",NA,"pears","six","six pears",FALSE,NA,"pears six",1,"pears six",TRUE,TRUE
"628",7,"adj",NA,"shoe","blue","blue shoe",FALSE,NA,"shoe blue",1,"shoe blue",TRUE,TRUE
"629",7,"adj_num","two","trays","blue","two blue trays",FALSE,NA,"trays blue two",1,"trays blue two",TRUE,TRUE
"630",7,"adj_num","four","lamps","wooden","four wooden lamps",FALSE,NA,"lamps wooden four",1,"lamps wooden four",TRUE,TRUE
"631",7,"adj_num","three","pineapples","stone","three stone pineapples",FALSE,NA,"pineapples stone three",1,"pineapples stone three",TRUE,TRUE
"632",7,"adj_num","five","shovels","stone","five stone shovels",FALSE,NA,"shovels stone five",1,"shovels stone five",TRUE,TRUE
"633",7,"adj_num","ten","handbags","green","ten green handbags",FALSE,NA,"handbags green ten",1,"handbags green ten",TRUE,TRUE
"634",7,"num",NA,"cows","three","three cows",FALSE,NA,"cows three",1,"cows three",TRUE,TRUE
"635",7,"adj_num","ten","pitchers","purple","ten purple pitchers",FALSE,NA,"pitchers purple ten",1,"pitchers purple ten",TRUE,TRUE
"636",7,"adj_num","seven","pigs","stone","seven stone pigs",FALSE,NA,"pigs stone seven",1,"pigs stone seven",TRUE,TRUE
"637",7,"adj_num","seven","shirts","spotted","seven spotted shirts",FALSE,NA,"shirts spotted seven",1,"shirts spotted seven",TRUE,TRUE
"638",7,"adj_num","four","chairs","wooden","four wooden chairs",FALSE,NA,"chairs wooden four",1,"chairs wooden four",TRUE,TRUE
"639",7,"adj",NA,"car","orange","orange car",FALSE,NA,"car orange",1,"car orange",TRUE,TRUE
"640",7,"num",NA,"pitchers","three","three pitchers",FALSE,NA,"pitchers three",1,"pitchers three",TRUE,TRUE
"641",8,"adj",NA,"hat",NA,"striped hat",TRUE,"striped","hat striped",1,"hat striped",TRUE,TRUE
"642",8,"adj",NA,"tray",NA,"purple tray",TRUE,"purple","tray purple",1,"tray purple",TRUE,TRUE
"643",8,"num",NA,"shovels",NA,"six shovels",TRUE,"six","shovels six",1,"shovels six",TRUE,TRUE
"644",8,"num",NA,"scarfs",NA,"four scarfs",TRUE,"four","scarfs four",1,"scarfs four",TRUE,TRUE
"645",8,"adj",NA,"scarf",NA,"orange scarf",TRUE,"orange","scarf orange",1,"scarf orange",TRUE,TRUE
"646",8,"num",NA,"tray",NA,"one tray",TRUE,"one","tray one",1,"tray one",TRUE,TRUE
"647",8,"num",NA,"horses",NA,"four horses",TRUE,"four","horses four",1,"horses four",TRUE,TRUE
"648",8,"num",NA,"pigs",NA,"six pigs",TRUE,"six","pigs six",1,"pigs six",TRUE,TRUE
"649",8,"num",NA,"boxes",NA,"two boxes",TRUE,"two","boxes two",1,"boxes two",TRUE,TRUE
"650",8,"adj",NA,"key",NA,"wooden key",TRUE,"wooden","key wooden",1,"key wooden",TRUE,TRUE
"651",8,"num",NA,"shirts",NA,"five shirts",TRUE,"five","shirts five",1,"shirts five",TRUE,TRUE
"652",8,"adj",NA,"handbag",NA,"striped handbag",TRUE,"striped","handbag striped",1,"handbag striped",TRUE,TRUE
"653",8,"num",NA,"couches",NA,"six couches",TRUE,"six","couches six",1,"couches six",TRUE,TRUE
"654",8,"adj",NA,"shovel",NA,"wooden shovel",TRUE,"wooden","shovel wooden",1,"shovel wooden",TRUE,TRUE
"655",8,"adj",NA,"spatula",NA,"purple spatula",TRUE,"purple","spatula purple",1,"spatula purple",TRUE,TRUE
"656",8,"adj",NA,"chair",NA,"wooden chair",TRUE,"wooden","wooden chair",1,"chair wooden",FALSE,FALSE
"657",8,"num",NA,"ribbon",NA,"one ribbon",TRUE,"one","ribbon one",1,"ribbon one",TRUE,TRUE
"658",8,"adj",NA,"couch",NA,"green couch",TRUE,"green","couch green",1,"couch green",TRUE,TRUE
"659",8,"adj",NA,"pillow",NA,"orange pillow",TRUE,"orange","pillow orange",1,"pillow orange",TRUE,TRUE
"660",8,"num",NA,"darts",NA,"five darts",TRUE,"five","darts five",1,"darts five",TRUE,TRUE
"661",8,"num",NA,"cows",NA,"ten cows",TRUE,"ten","cows ten",1,"cows ten",TRUE,TRUE
"662",8,"adj",NA,"bowl",NA,"blue bowl",TRUE,"blue","bowl blue",1,"bowl blue",TRUE,TRUE
"663",8,"adj",NA,"duck",NA,"dirty duck",TRUE,"dirty","duck dirty",1,"duck dirty",TRUE,TRUE
"664",8,"num",NA,"pears",NA,"nine pears",TRUE,"nine","pears nine",1,"pears nine",TRUE,TRUE
"665",8,"adj",NA,"cow",NA,"dirty cow",TRUE,"dirty","cow dirty",1,"cow dirty",TRUE,TRUE
"666",8,"num",NA,"pineapples",NA,"six pineapples",TRUE,"six","pineapples six",1,"pineapples six",TRUE,TRUE
"667",8,"num",NA,"hats",NA,"four hats",TRUE,"four","hats four",1,"hats four",TRUE,TRUE
"668",8,"adj",NA,"pig",NA,"dirty pig",TRUE,"dirty","pig dirty",1,"pig dirty",TRUE,TRUE
"669",8,"num",NA,"shoes",NA,"five shoes",TRUE,"five","shoes five",1,"shoes five",TRUE,TRUE
"670",8,"adj",NA,"cherry",NA,"green cherry",TRUE,"green","cherry green",1,"cherry green",TRUE,TRUE
"671",8,"adj_num","three","spatulas","striped","three striped spatulas",FALSE,NA,"spatulas striped three",1,"spatulas striped three",TRUE,TRUE
"672",8,"adj_num","two","ribbons","orange","two orange ribbons",FALSE,NA,"ribbons orange two",1,"ribbons orange two",TRUE,TRUE
"673",8,"adj_num","eight","horses","striped","eight striped horses",FALSE,NA,"horses striped eight",1,"horses striped eight",TRUE,TRUE
"674",8,"adj_num","two","keys","purple","two purple keys",FALSE,NA,"keys purple two",1,"keys purple two",TRUE,TRUE
"675",8,"adj_num","seven","cows","dirty","seven dirty cows",FALSE,NA,"cows dirty seven",1,"cows dirty seven",TRUE,TRUE
"676",8,"num",NA,"handbags","three","three handbags",FALSE,NA,"handbags three",1,"handbags three",TRUE,TRUE
"677",8,"adj_num","nine","lamps","wooden","nine wooden lamps",FALSE,NA,"nine wooden lamps",1,"lamps wooden nine",FALSE,FALSE
"678",8,"adj_num","nine","couches","striped","nine striped couches",FALSE,NA,"couches striped nine",1,"couches striped nine",TRUE,TRUE
"679",8,"adj_num","eight","cars","wooden","eight wooden cars",FALSE,NA,"cars wooden eight",1,"cars wooden eight",TRUE,TRUE
"680",8,"adj_num","ten","pillows","dirty","ten dirty pillows",FALSE,NA,"pillows dirty ten",1,"pillows dirty ten",TRUE,TRUE
"681",8,"adj_num","three","leaves","green","three green leaves",FALSE,NA,"leaves green three",1,"leaves green three",TRUE,TRUE
"682",8,"num",NA,"cows","nine","nine cows",FALSE,NA,"cows nine",1,"cows nine",TRUE,TRUE
"683",8,"adj",NA,"bowl","spotted","spotted bowl",FALSE,NA,"bowl spotted",1,"bowl spotted",TRUE,TRUE
"684",8,"adj_num","four","pineapples","wooden","four wooden pineapples",FALSE,NA,"pineapples wooden four",1,"pineapples wooden four",TRUE,TRUE
"685",8,"adj_num","six","trays","spotted","six spotted trays",FALSE,NA,"trays spotted six",1,"trays spotted six",TRUE,TRUE
"686",8,"num",NA,"ducks","six","six ducks",FALSE,NA,"ducks six",1,"ducks six",TRUE,TRUE
"687",8,"adj_num","ten","darts","stone","ten stone darts",FALSE,NA,"darts stone ten",1,"darts stone ten",TRUE,TRUE
"688",8,"adj_num","two","shovels","striped","two striped shovels",FALSE,NA,"shovels striped two",1,"shovels striped two",TRUE,TRUE
"689",8,"adj_num","ten","shirts","blue","ten blue shirts",FALSE,NA,"shirts blue ten",1,"shirts blue ten",TRUE,TRUE
"690",8,"adj_num","six","handbags","dirty","six dirty handbags",FALSE,NA,"handbags dirty six",1,"handbags dirty six",TRUE,TRUE
"691",8,"adj_num","two","shoes","purple","two purple shoes",FALSE,NA,"shoes purple two",1,"shoes purple two",TRUE,TRUE
"692",8,"num",NA,"shovels","three","three shovels",FALSE,NA,"shovels three",1,"shovels three",TRUE,TRUE
"693",8,"adj",NA,"pineapple","dirty","dirty pineapple",FALSE,NA,"pineapple dirty",1,"pineapple dirty",TRUE,TRUE
"694",8,"adj_num","one","duck","wooden","one wooden duck",FALSE,NA,"duck wooden one",1,"duck wooden one",TRUE,TRUE
"695",8,"adj",NA,"leaf","wooden","wooden leaf",FALSE,NA,"leaf wooden",1,"leaf wooden",TRUE,TRUE
"696",8,"adj_num","six","bananas","wooden","six wooden bananas",FALSE,NA,"bananas wooden six",1,"bananas wooden six",TRUE,TRUE
"697",8,"adj_num","eight","hats","orange","eight orange hats",FALSE,NA,"hats orange eight",1,"hats orange eight",TRUE,TRUE
"698",8,"adj",NA,"horse","spotted","spotted horse",FALSE,NA,"horse spotted",1,"horse spotted",TRUE,TRUE
"699",8,"adj_num","ten","pears","wooden","ten wooden pears",FALSE,NA,"pears wooden ten",1,"pears wooden ten",TRUE,TRUE
"700",8,"adj_num","three","scarfs","green","three green scarfs",FALSE,NA,"scarfs green three",1,"scarfs green three",TRUE,TRUE
"701",8,"adj_num","six","boxes","dirty","six dirty boxes",FALSE,NA,"boxes dirty six",1,"boxes dirty six",TRUE,TRUE
"702",8,"adj_num","two","vases","wooden","two wooden vases",FALSE,NA,"vases wooden two",1,"vases wooden two",TRUE,TRUE
"703",8,"adj_num","two","chairs","wooden","two wooden chairs",FALSE,NA,"chairs wooden two",1,"chairs wooden two",TRUE,TRUE
"704",8,"adj",NA,"cherry","wooden","wooden cherry",FALSE,NA,"cherry wooden",1,"cherry wooden",TRUE,TRUE
"705",8,"num",NA,"pillows","ten","ten pillows",FALSE,NA,"pillows ten",1,"pillows ten",TRUE,TRUE
"706",8,"adj",NA,"car","spotted","spotted car",FALSE,NA,"car spotted",1,"car spotted",TRUE,TRUE
"707",8,"adj",NA,"tray","striped","striped tray",FALSE,NA,"tray striped",1,"tray striped",TRUE,TRUE
"708",8,"adj",NA,"hat","spotted","spotted hat",FALSE,NA,"hat spotted",1,"hat spotted",TRUE,TRUE
"709",8,"adj",NA,"spatula","dirty","dirty spatula",FALSE,NA,"spatula dirty",1,"spatula dirty",TRUE,TRUE
"710",8,"num",NA,"horses","ten","ten horses",FALSE,NA,"horses ten",1,"horses ten",TRUE,TRUE
"711",8,"adj_num","two","pitchers","blue","two blue pitchers",FALSE,NA,"pitchers blue two",1,"pitchers blue two",TRUE,TRUE
"712",8,"adj_num","ten","cherries","dirty","ten dirty cherries",FALSE,NA,"cherries dirty ten",1,"cherries dirty ten",TRUE,TRUE
"713",8,"adj_num","nine","bowls","dirty","nine dirty bowls",FALSE,NA,"bowls dirty nine",1,"bowls dirty nine",TRUE,TRUE
"714",8,"num",NA,"pigs","five","five pigs",FALSE,NA,"pigs five",1,"pigs five",TRUE,TRUE
"715",8,"num",NA,"trays","six","six trays",FALSE,NA,"trays six",1,"trays six",TRUE,TRUE
"716",8,"num",NA,"scarfs","six","six scarfs",FALSE,NA,"scarfs six",1,"scarfs six",TRUE,TRUE
"717",8,"adj_num","five","suitcases","wooden","five wooden suitcases",FALSE,NA,"suitcases wooden five",1,"suitcases wooden five",TRUE,TRUE
"718",8,"adj",NA,"pillow","orange","orange pillow",FALSE,NA,"pillow orange",1,"pillow orange",TRUE,TRUE
"719",8,"adj_num","eight","pigs","spotted","eight spotted pigs",FALSE,NA,"pigs spotted eight",1,"pigs spotted eight",TRUE,TRUE
"720",8,"num",NA,"lamps","four","four lamps",FALSE,NA,"lamps four",1,"lamps four",TRUE,TRUE
"721",9,"num",NA,"pillows",NA,"five pillows",TRUE,"five","pillows five",1,"pillows five",TRUE,TRUE
"722",9,"num",NA,"trays",NA,"three trays",TRUE,"three","three trays",1,"trays three",FALSE,FALSE
"723",9,"adj",NA,"ribbon",NA,"striped ribbon",TRUE,"striped","ribbon striped",1,"ribbon striped",TRUE,TRUE
"724",9,"adj",NA,"couch",NA,"green couch",TRUE,"green","couch green",1,"couch green",TRUE,TRUE
"725",9,"adj",NA,"key",NA,"orange key",TRUE,"orange","key orange",1,"key orange",TRUE,TRUE
"726",9,"num",NA,"lamps",NA,"ten lamps",TRUE,"ten","lamps ten",1,"lamps ten",TRUE,TRUE
"727",9,"num",NA,"ducks",NA,"five ducks",TRUE,"five","ducks five",1,"ducks five",TRUE,TRUE
"728",9,"adj",NA,"hat",NA,"purple hat",TRUE,"purple","hat purple",1,"hat purple",TRUE,TRUE
"729",9,"num",NA,"cars",NA,"six cars",TRUE,"six","cars six",1,"cars six",TRUE,TRUE
"730",9,"adj",NA,"pitcher",NA,"striped pitcher",TRUE,"striped","pitcher striped",1,"pitcher striped",TRUE,TRUE
"731",9,"num",NA,"pigs",NA,"eight pigs",TRUE,"eight","pigs eight",1,"pigs eight",TRUE,TRUE
"732",9,"num",NA,"darts",NA,"six darts",TRUE,"six","darts six",1,"darts six",TRUE,TRUE
"733",9,"adj",NA,"pig",NA,"furry pig",TRUE,"furry","pig furry",1,"pig furry",TRUE,TRUE
"734",9,"num",NA,"suitcases",NA,"ten suitcases",TRUE,"ten","suitcases ten",1,"suitcases ten",TRUE,TRUE
"735",9,"num",NA,"handbags",NA,"ten handbags",TRUE,"ten","handbags ten",1,"handbags ten",TRUE,TRUE
"736",9,"adj",NA,"box",NA,"orange box",TRUE,"orange","box orange",1,"box orange",TRUE,TRUE
"737",9,"num",NA,"pitchers",NA,"ten pitchers",TRUE,"ten","pitchers ten",1,"pitchers ten",TRUE,TRUE
"738",9,"num",NA,"shovels",NA,"five shovels",TRUE,"five","shovels five",1,"shovels five",TRUE,TRUE
"739",9,"adj",NA,"dart",NA,"wooden dart",TRUE,"wooden","dart wooden",1,"dart wooden",TRUE,TRUE
"740",9,"num",NA,"shirts",NA,"ten shirts",TRUE,"ten","shirts ten",1,"shirts ten",TRUE,TRUE
"741",9,"adj",NA,"duck",NA,"stone duck",TRUE,"stone","duck stone",1,"duck stone",TRUE,TRUE
"742",9,"adj",NA,"spatula",NA,"striped spatula",TRUE,"striped","spatula striped",1,"spatula striped",TRUE,TRUE
"743",9,"adj",NA,"pineapple",NA,"spotted pineapple",TRUE,"spotted","pineapple spotted",1,"pineapple spotted",TRUE,TRUE
"744",9,"adj",NA,"horse",NA,"spotted horse",TRUE,"spotted","horse spotted",1,"horse spotted",TRUE,TRUE
"745",9,"adj",NA,"shoe",NA,"green shoe",TRUE,"green","shoe green",1,"shoe green",TRUE,TRUE
"746",9,"num",NA,"pineapple",NA,"one pineapple",TRUE,"one","pineapple one",1,"pineapple one",TRUE,TRUE
"747",9,"adj",NA,"pear",NA,"wooden pear",TRUE,"wooden","pear wooden",1,"pear wooden",TRUE,TRUE
"748",9,"adj",NA,"leaf",NA,"stone leaf",TRUE,"stone","leaf stone",1,"leaf stone",TRUE,TRUE
"749",9,"num",NA,"horses",NA,"two horses",TRUE,"two","horses two",1,"horses two",TRUE,TRUE
"750",9,"num",NA,"spatulas",NA,"six spatulas",TRUE,"six","spatulas six",1,"spatulas six",TRUE,TRUE
"751",9,"adj_num","one","handbag","green","one green handbag",FALSE,NA,"handbag green one",1,"handbag green one",TRUE,TRUE
"752",9,"num",NA,"pitchers","ten","ten pitchers",FALSE,NA,"pitchers ten",1,"pitchers ten",TRUE,TRUE
"753",9,"adj_num","one","pitcher","striped","one striped pitcher",FALSE,NA,"pitcher striped one",1,"pitcher striped one",TRUE,TRUE
"754",9,"adj",NA,"shoe","purple","purple shoe",FALSE,NA,"shoe purple",1,"shoe purple",TRUE,TRUE
"755",9,"adj_num","three","couches","furry","three furry couches",FALSE,NA,"couches furry three",1,"couches furry three",TRUE,TRUE
"756",9,"adj",NA,"leaf","spotted","spotted leaf",FALSE,NA,"spotted leaf",1,"leaf spotted",FALSE,FALSE
"757",9,"adj_num","eight","cherries","stone","eight stone cherries",FALSE,NA,"cherries stone eight",1,"cherries stone eight",TRUE,TRUE
"758",9,"adj_num","five","shirts","purple","five purple shirts",FALSE,NA,"shirts purple five",1,"shirts purple five",TRUE,TRUE
"759",9,"adj",NA,"pitcher","blue","blue pitcher",FALSE,NA,"pitcher blue",1,"pitcher blue",TRUE,TRUE
"760",9,"adj_num","seven","hats","green","seven green hats",FALSE,NA,"hats green seven",1,"hats green seven",TRUE,TRUE
"761",9,"num",NA,"cars","seven","seven cars",FALSE,NA,"cars seven",1,"cars seven",TRUE,TRUE
"762",9,"num",NA,"box","one","one box",FALSE,NA,"box one",1,"box one",TRUE,TRUE
"763",9,"adj_num","one","pig","wooden","one wooden pig",FALSE,NA,"pig wooden one",1,"pig wooden one",TRUE,TRUE
"764",9,"num",NA,"couches","ten","ten couches",FALSE,NA,"couches ten",1,"couches ten",TRUE,TRUE
"765",9,"adj_num","seven","pears","spotted","seven spotted pears",FALSE,NA,"pears spotted seven",1,"pears spotted seven",TRUE,TRUE
"766",9,"adj_num","five","boxes","striped","five striped boxes",FALSE,NA,"boxes striped five",1,"boxes striped five",TRUE,TRUE
"767",9,"adj_num","seven","bowls","purple","seven purple bowls",FALSE,NA,"bowls purple seven",1,"bowls purple seven",TRUE,TRUE
"768",9,"adj_num","seven","vases","purple","seven purple vases",FALSE,NA,"vases purple seven",1,"vases purple seven",TRUE,TRUE
"769",9,"adj_num","eight","ribbons","dirty","eight dirty ribbons",FALSE,NA,"ribbons dirty eight",1,"ribbons dirty eight",TRUE,TRUE
"770",9,"adj",NA,"suitcase","spotted","spotted suitcase",FALSE,NA,"suitcase spotted",1,"suitcase spotted",TRUE,TRUE
"771",9,"adj",NA,"ribbon","wooden","wooden ribbon",FALSE,NA,"ribbon wooden",1,"ribbon wooden",TRUE,TRUE
"772",9,"adj_num","five","scarfs","purple","five purple scarfs",FALSE,NA,"scarfs purple five",1,"scarfs purple five",TRUE,TRUE
"773",9,"adj_num","eight","trays","wooden","eight wooden trays",FALSE,NA,"trays wooden eight",1,"trays wooden eight",TRUE,TRUE
"774",9,"adj_num","seven","horses","wooden","seven wooden horses",FALSE,NA,"horses wooden seven",1,"horses wooden seven",TRUE,TRUE
"775",9,"num",NA,"pears","eight","eight pears",FALSE,NA,"pears eight",1,"pears eight",TRUE,TRUE
"776",9,"adj",NA,"horse","stone","stone horse",FALSE,NA,"horse stone",1,"horse stone",TRUE,TRUE
"777",9,"num",NA,"keys","seven","seven keys",FALSE,NA,"keys seven",1,"keys seven",TRUE,TRUE
"778",9,"adj",NA,"spatula","wooden","wooden spatula",FALSE,NA,"spatula wooden",1,"spatula wooden",TRUE,TRUE
"779",9,"adj_num","three","keys","striped","three striped keys",FALSE,NA,"keys striped three",1,"keys striped three",TRUE,TRUE
"780",9,"adj_num","eight","cars","spotted","eight spotted cars",FALSE,NA,"cars spotted eight",1,"cars spotted eight",TRUE,TRUE
"781",9,"adj",NA,"banana","wooden","wooden banana",FALSE,NA,"banana wooden",1,"banana wooden",TRUE,TRUE
"782",9,"adj",NA,"pig","spotted","spotted pig",FALSE,NA,"pig spotted",1,"pig spotted",TRUE,TRUE
"783",9,"adj_num","one","shoe","orange","one orange shoe",FALSE,NA,"shoe orange one",1,"shoe orange one",TRUE,TRUE
"784",9,"adj_num","six","darts","blue","six blue darts",FALSE,NA,"darts blue six",1,"darts blue six",TRUE,TRUE
"785",9,"num",NA,"scarfs","five","five scarfs",FALSE,NA,"scarfs five",1,"scarfs five",TRUE,TRUE
"786",9,"num",NA,"ducks","ten","ten ducks",FALSE,NA,"ducks ten",1,"ducks ten",TRUE,TRUE
"787",9,"adj_num","five","lamps","orange","five orange lamps",FALSE,NA,"lamps orange five",1,"lamps orange five",TRUE,TRUE
"788",9,"adj_num","five","shovels","stone","five stone shovels",FALSE,NA,"shovels stone five",1,"shovels stone five",TRUE,TRUE
"789",9,"adj_num","one","chair","blue","one blue chair",FALSE,NA,"chair blue one",1,"chair blue one",TRUE,TRUE
"790",9,"adj_num","eight","pineapples","dirty","eight dirty pineapples",FALSE,NA,"pineapples dirty eight",1,"pineapples dirty eight",TRUE,TRUE
"791",9,"adj_num","two","suitcases","dirty","two dirty suitcases",FALSE,NA,"suitcases dirty two",1,"suitcases dirty two",TRUE,TRUE
"792",9,"adj_num","four","cows","furry","four furry cows",FALSE,NA,"cows furry four",1,"cows furry four",TRUE,TRUE
"793",9,"adj_num","six","spatulas","wooden","six wooden spatulas",FALSE,NA,"spatulas wooden six",1,"spatulas wooden six",TRUE,TRUE
"794",9,"adj_num","nine","pillows","orange","nine orange pillows",FALSE,NA,"pillows orange nine",1,"pillows orange nine",TRUE,TRUE
"795",9,"adj_num","eight","leaves","spotted","eight spotted leaves",FALSE,NA,"leaves spotted eight",1,"leaves spotted eight",TRUE,TRUE
"796",9,"adj_num","three","bananas","dirty","three dirty bananas",FALSE,NA,"bananas dirty three",1,"bananas dirty three",TRUE,TRUE
"797",9,"adj",NA,"tray","purple","purple tray",FALSE,NA,"tray purple",1,"tray purple",TRUE,TRUE
"798",9,"num",NA,"pineapples","three","three pineapples",FALSE,NA,"pineapples three",1,"pineapples three",TRUE,TRUE
"799",9,"adj_num","eight","ducks","spotted","eight spotted ducks",FALSE,NA,"ducks spotted eight",1,"ducks spotted eight",TRUE,TRUE
"800",9,"num",NA,"suitcases","two","two suitcases",FALSE,NA,"suitcases two",1,"suitcases two",TRUE,TRUE
"801",10,"num",NA,"darts",NA,"four darts",TRUE,"four","darts four",1,"darts four",TRUE,TRUE
"802",10,"num",NA,"bananas",NA,"three bananas",TRUE,"three","bananas three",1,"bananas three",TRUE,TRUE
"803",10,"num",NA,"hats",NA,"eight hats",TRUE,"eight","hats eight",1,"hats eight",TRUE,TRUE
"804",10,"num",NA,"horses",NA,"eight horses",TRUE,"eight","horses eight",1,"horses eight",TRUE,TRUE
"805",10,"adj",NA,"hat",NA,"spotted hat",TRUE,"spotted","hat spotted",1,"hat spotted",TRUE,TRUE
"806",10,"adj",NA,"scarf",NA,"green scarf",TRUE,"green","scarf green",1,"scarf green",TRUE,TRUE
"807",10,"num",NA,"scarfs",NA,"eight scarfs",TRUE,"eight","scarfs eight",1,"scarfs eight",TRUE,TRUE
"808",10,"adj",NA,"shoe",NA,"furry shoe",TRUE,"furry","shoe furry",1,"shoe furry",TRUE,TRUE
"809",10,"adj",NA,"lamp",NA,"orange lamp",TRUE,"orange","lamp orange",1,"lamp orange",TRUE,TRUE
"810",10,"num",NA,"ribbons",NA,"five ribbons",TRUE,"five","ribbons five",1,"ribbons five",TRUE,TRUE
"811",10,"num",NA,"pillows",NA,"ten pillows",TRUE,"ten","pillows ten",1,"pillows ten",TRUE,TRUE
"812",10,"adj",NA,"chair",NA,"stone chair",TRUE,"stone","chair stone",1,"chair stone",TRUE,TRUE
"813",10,"num",NA,"cars",NA,"ten cars",TRUE,"ten","cars ten",1,"cars ten",TRUE,TRUE
"814",10,"adj",NA,"shirt",NA,"furry shirt",TRUE,"furry","shirt furry",1,"shirt furry",TRUE,TRUE
"815",10,"adj",NA,"dart",NA,"blue dart",TRUE,"blue","dart blue",1,"dart blue",TRUE,TRUE
"816",10,"num",NA,"lamps",NA,"eight lamps",TRUE,"eight","lamps eight",1,"lamps eight",TRUE,TRUE
"817",10,"num",NA,"ducks",NA,"ten ducks",TRUE,"ten","ducks ten",1,"ducks ten",TRUE,TRUE
"818",10,"num",NA,"key",NA,"one key",TRUE,"one","key one",1,"key one",TRUE,TRUE
"819",10,"num",NA,"shoes",NA,"seven shoes",TRUE,"seven","shoes seven",1,"shoes seven",TRUE,TRUE
"820",10,"adj",NA,"ribbon",NA,"wooden ribbon",TRUE,"wooden","ribbon wooden",1,"ribbon wooden",TRUE,TRUE
"821",10,"adj",NA,"pitcher",NA,"dirty pitcher",TRUE,"dirty","pitcher dirty",1,"pitcher dirty",TRUE,TRUE
"822",10,"num",NA,"cherries",NA,"eight cherries",TRUE,"eight","cherries eight",1,"cherries eight",TRUE,TRUE
"823",10,"num",NA,"spatulas",NA,"six spatulas",TRUE,"six","spatulas six",1,"spatulas six",TRUE,TRUE
"824",10,"adj",NA,"spatula",NA,"wooden spatula",TRUE,"wooden","spatula wooden",1,"spatula wooden",TRUE,TRUE
"825",10,"num",NA,"pineapples",NA,"four pineapples",TRUE,"four","pineapples four",1,"pineapples four",TRUE,TRUE
"826",10,"adj",NA,"shovel",NA,"stone shovel",TRUE,"stone","shovel stone",1,"shovel stone",TRUE,TRUE
"827",10,"adj",NA,"cow",NA,"dirty cow",TRUE,"dirty","cow dirty",1,"cow dirty",TRUE,TRUE
"828",10,"adj",NA,"pineapple",NA,"spotted pineapple",TRUE,"spotted","pineapple spotted",1,"pineapple spotted",TRUE,TRUE
"829",10,"adj",NA,"handbag",NA,"furry handbag",TRUE,"furry","handbag furry",1,"handbag furry",TRUE,TRUE
"830",10,"adj",NA,"horse",NA,"wooden horse",TRUE,"wooden","horse wooden",1,"horse wooden",TRUE,TRUE
"831",10,"adj_num","two","scarfs","orange","two orange scarfs",FALSE,NA,"scarfs two orange",1,"scarfs orange two",FALSE,TRUE
"832",10,"adj_num","three","trays","blue","three blue trays",FALSE,NA,"trays three blue",1,"trays blue three",FALSE,TRUE
"833",10,"adj",NA,"lamp","wooden","wooden lamp",FALSE,NA,"lamp wooden",1,"lamp wooden",TRUE,TRUE
"834",10,"adj_num","two","vases","stone","two stone vases",FALSE,NA,"vases two stone",1,"vases stone two",FALSE,TRUE
"835",10,"adj_num","seven","cars","wooden","seven wooden cars",FALSE,NA,"cars seven wooden",1,"cars wooden seven",FALSE,TRUE
"836",10,"adj_num","seven","handbags","striped","seven striped handbags",FALSE,NA,"handbags seven striped",1,"handbags striped seven",FALSE,TRUE
"837",10,"adj",NA,"bowl","stone","stone bowl",FALSE,NA,"bowl stone",1,"bowl stone",TRUE,TRUE
