workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response
10,adj,NA,spatula,blue,blue spatula,False,NA,spatula blue
10,adj,NA,scarf,furry,furry scarf,False,NA,scarf furry
10,adj_num,nine,pigs,dirty,nine dirty pigs,False,NA,pigs dirty nine
10,adj_num,one,box,wooden,one wooden box,False,NA,box wooden one
10,adj,NA,shirt,blue,blue shirt,False,NA,shirt blue
10,adj,NA,bowl,wooden,wooden bowl,False,NA,bowl wooden
10,adj,NA,pear,stone,stone pear,False,NA,pear stone
10,adj,NA,lamp,purple,purple lamp,False,NA,lamp purple
10,num,NA,shoes,seven,seven shoes,False,NA,shoes seven
10,adj_num,five,pineapples,wooden,five wooden pineapples,False,NA,pineapples wooden five
10,adj_num,four,hats,spotted,four spotted hats,False,NA,hats spotted four
10,adj_num,nine,darts,orange,nine orange darts,False,NA,darts orange nine
10,num,NA,couches,six,six couches,False,NA,couches six
10,num,NA,suitcases,ten,ten suitcases,False,NA,suitcases ten
10,num,NA,hats,seven,seven hats,False,NA,hats seven
10,adj_num,nine,shoes,dirty,nine dirty shoes,False,NA,shoes dirty nine
10,adj,NA,ribbon,stone,stone ribbon,False,NA,ribbon stone
10,adj_num,two,chairs,stone,two stone chairs,False,NA,chairs stone two
10,num,NA,keys,five,five keys,False,NA,keys five
10,adj,NA,box,wooden,wooden box,False,NA,box wooden
10,adj_num,nine,pears,spotted,nine spotted pears,False,NA,pears spotted nine
10,adj_num,one,duck,orange,one orange duck,False,NA,duck orange one
10,adj_num,nine,pitchers,wooden,nine wooden pitchers,False,NA,pitchers wooden nine
10,adj_num,four,lamps,wooden,four wooden lamps,False,NA,lamps wooden four
10,adj_num,seven,keys,purple,seven purple keys,False,NA,keys purple seven
10,adj_num,five,couches,dirty,five dirty couches,False,NA,couches dirty five
10,adj_num,two,scarfs,furry,two furry scarfs,False,NA,scarfs furry two
10,num,NA,cherries,six,six cherries,False,NA,cherries six
10,adj_num,three,cherries,wooden,three wooden cherries,False,NA,cherries wooden three
10,adj_num,six,spatulas,stone,six stone spatulas,False,NA,spatulas stone six
10,adj_num,seven,shovels,dirty,seven dirty shovels,False,NA,shovels dirty seven
10,adj_num,seven,bowls,blue,seven blue bowls,False,NA,bowls blue seven
11,adj,NA,lamp,NA,purple lamp,NA,purple,lamp purple
11,num,NA,lamps,NA,four lamps,NA,four,lamps four
11,num,NA,trays,NA,nine trays,NA,nine,trays nine
11,num,NA,bananas,NA,five bananas,NA,five,bananas five
11,adj,NA,pineapple,NA,stone pineapple,NA,stone,pineapple stone
11,num,NA,spatulas,NA,seven spatulas,NA,seven,spatulas seven
11,num,NA,suitcases,NA,eight suitcases,NA,eight,suitcases eight
11,adj,NA,shirt,NA,blue shirt,NA,blue,shirt blue
11,adj,NA,chair,NA,striped chair,NA,striped,chair striped
11,num,NA,boxes,NA,ten boxes,NA,ten,boxes ten
11,num,NA,pitchers,NA,five pitchers,NA,five,pitchers five
11,num,NA,pineapples,NA,five pineapples,NA,five,pineapples five
11,num,NA,leaves,NA,ten leaves,NA,ten,leaves ten
11,adj,NA,shoe,NA,stone shoe,NA,stone,shoe stone
11,adj,NA,duck,NA,striped duck,NA,striped,duck striped
11,adj,NA,tray,NA,wooden tray,NA,wooden,tray wooden
11,num,NA,shoe,NA,one shoe,NA,one,shoe one
11,num,NA,scarfs,NA,ten scarfs,NA,ten,scarfs ten
11,num,NA,shovels,NA,six shovels,NA,six,shovels six
11,adj,NA,couch,NA,blue couch,NA,blue,couch blue
11,adj,NA,leaf,NA,green leaf,NA,green,leaf green
11,adj,NA,box,NA,wooden box,NA,wooden,box wooden
11,num,NA,cows,NA,eight cows,NA,eight,cows eight
11,adj,NA,ribbon,NA,wooden ribbon,NA,wooden,ribbon wooden
11,adj,NA,handbag,NA,spotted handbag,NA,spotted,handbag spotted
11,adj,NA,pillow,NA,orange pillow,NA,orange,pillow orange
11,adj,NA,car,NA,green car,NA,green,car green
11,num,NA,vases,NA,nine vases,NA,nine,vases nine
11,adj,NA,shovel,NA,stone shovel,NA,stone,shovel stone
11,num,NA,handbags,NA,eight handbags,NA,eight,handbags eight
11,adj_num,four,scarfs,spotted,four spotted scarfs,False,NA,scarfs spotted four
11,adj_num,four,vases,dirty,four dirty vases,False,NA,vases dirty four
11,adj_num,seven,leaves,orange,seven orange leaves,False,NA,leaves orange seven
11,num,NA,shovels,two,two shovels,False,NA,shovels two
11,adj,NA,duck,green,green duck,False,NA,duck green
11,adj_num,two,lamps,spotted,two spotted lamps,False,NA,lamps spotted two
11,num,NA,cows,eight,eight cows,False,NA,cows eight
11,adj_num,seven,shovels,spotted,seven spotted shovels,False,NA,shovels spotted seven
11,adj_num,five,cherries,spotted,five spotted cherries,False,NA,cherries spotted five
11,adj_num,one,banana,green,one green banana,False,NA,banana green one
11,adj,NA,suitcase,dirty,dirty suitcase,False,NA,suitcase dirty
11,adj,NA,hat,orange,orange hat,False,NA,hat orange
11,adj_num,four,ribbons,purple,four purple ribbons,False,NA,ribbons purple four
11,adj_num,five,pitchers,spotted,five spotted pitchers,False,NA,pitchers spotted five
11,adj_num,nine,shirts,green,nine green shirts,False,NA,shirts green nine
11,adj,NA,chair,spotted,spotted chair,False,NA,chair spotted
11,adj_num,two,suitcases,blue,two blue suitcases,False,NA,suitcases blue two
11,adj,NA,pitcher,purple,purple pitcher,False,NA,pitcher purple
11,adj_num,two,couches,green,two green couches,False,NA,couches green two
11,num,NA,hats,six,six hats,False,NA,hats six
11,adj,NA,pillow,purple,purple pillow,False,NA,pillow purple
11,adj_num,seven,pillows,spotted,seven spotted pillows,False,NA,pillows spotted seven
11,adj_num,one,dart,wooden,one wooden dart,False,NA,dart wooden one
11,adj_num,eight,handbags,dirty,eight dirty handbags,False,NA,handbags dirty eight
11,adj_num,eight,ducks,stone,eight stone ducks,False,NA,ducks stone eight
11,num,NA,lamps,six,six lamps,False,NA,lamps six
11,adj_num,ten,trays,spotted,ten spotted trays,False,NA,trays spotted ten
11,adj_num,two,shoes,green,two green shoes,False,NA,shoes green two
11,adj_num,seven,spatulas,blue,seven blue spatulas,False,NA,spatulas blue seven
11,adj_num,two,boxes,furry,two furry boxes,False,NA,boxes furry two
11,adj,NA,dart,furry,furry dart,False,NA,dart furry
11,num,NA,handbags,three,three handbags,False,NA,handbags three
11,num,NA,shirts,seven,seven shirts,False,NA,shirts seven
11,adj_num,three,pigs,striped,three striped pigs,False,NA,pigs striped three
11,adj_num,three,keys,green,three green keys,False,NA,keys green three
11,adj,NA,shovel,purple,purple shovel,False,NA,shovel purple
11,adj_num,three,chairs,orange,three orange chairs,False,NA,chairs orange three
11,adj_num,seven,hats,orange,seven orange hats,False,NA,hats orange seven
11,adj_num,two,bowls,stone,two stone bowls,False,NA,bowls stone two
11,adj_num,four,pears,wooden,four wooden pears,False,NA,pears wooden four
11,num,NA,cherries,eight,eight cherries,False,NA,cherries eight
11,num,NA,couches,two,two couches,False,NA,couches two
11,adj_num,three,cows,furry,three furry cows,False,NA,cows furry three
11,adj,NA,cherry,wooden,wooden cherry,False,NA,cherry wooden
11,num,NA,pineapples,eight,eight pineapples,False,NA,pineapples eight
11,adj_num,nine,horses,stone,nine stone horses,False,NA,horses stone nine
11,adj_num,five,cars,striped,five striped cars,False,NA,cars striped five
11,num,NA,trays,four,four trays,False,NA,trays four
11,adj,NA,horse,stone,stone horse,False,NA,horse stone
11,adj_num,four,pineapples,spotted,four spotted pineapples,False,NA,pineapples spotted four
12,num,NA,ribbons,NA,four ribbons,NA,four,ribbons four
12,num,NA,vases,NA,three vases,NA,three,three vases
12,num,NA,shovels,NA,six shovels,NA,six,six shovels
12,adj,NA,shovel,NA,striped shovel,NA,striped,shovel striped
12,num,NA,keys,NA,four keys,NA,four,four keys
12,num,NA,cars,NA,four cars,NA,four,four cars
12,num,NA,chairs,NA,three chairs,NA,three,three chairs
12,adj,NA,bowl,NA,spotted bowl,NA,spotted,spotted bowl
12,num,NA,pears,NA,eight pears,NA,eight,eight pears
12,adj,NA,chair,NA,purple chair,NA,purple,chair purple
12,adj,NA,spatula,NA,striped spatula,NA,striped,striped spatula
12,adj,NA,hat,NA,wooden hat,NA,wooden,wooden hat
12,num,NA,leaves,NA,nine leaves,NA,nine,leaves nine
12,num,NA,shoes,NA,seven shoes,NA,seven,shoes seven
12,num,NA,darts,NA,five darts,NA,five,darts five
12,adj,NA,lamp,NA,wooden lamp,NA,wooden,lamp wooden
12,adj,NA,handbag,NA,purple handbag,NA,purple,purple handbag
12,num,NA,pigs,NA,four pigs,NA,four,four pigs
12,adj,NA,cow,NA,striped cow,NA,striped,cow striped
12,num,NA,couches,NA,two couches,NA,two,couches two
12,adj,NA,car,NA,green car,NA,green,car green
12,adj,NA,shoe,NA,furry shoe,NA,furry,furry shoe
12,num,NA,pillows,NA,five pillows,NA,five,five pillows
12,adj,NA,shirt,NA,spotted shirt,NA,spotted,spotted shirt
12,num,NA,spatula,NA,one spatula,NA,one,spatula one
12,adj,NA,ribbon,NA,purple ribbon,NA,purple,purple ribbon
12,adj,NA,banana,NA,wooden banana,NA,wooden,wooden banana
12,adj,NA,cherry,NA,spotted cherry,NA,spotted,cherry spotted
12,num,NA,pitchers,NA,nine pitchers,NA,nine,nine pitchers
12,adj,NA,pineapple,NA,dirty pineapple,NA,dirty,dirty pineapple
12,adj,NA,handbag,furry,furry handbag,False,NA,furry handbag
12,adj_num,ten,handbags,purple,ten purple handbags,False,NA,handbags purple ten
12,num,NA,suitcases,six,six suitcases,False,NA,suitcases six
12,adj_num,three,scarfs,orange,three orange scarfs,False,NA,three orange scarfs
12,num,NA,vases,three,three vases,False,NA,vases three
12,adj_num,six,cows,stone,six stone cows,False,NA,cows stone six
12,adj_num,two,suitcases,orange,two orange suitcases,False,NA,suitcases two orange
12,adj,NA,pineapple,spotted,spotted pineapple,False,NA,spotted pineapple
12,num,NA,spatulas,two,two spatulas,False,NA,two spatulas
12,num,NA,keys,six,six keys,False,NA,six keys
12,adj_num,seven,spatulas,purple,seven purple spatulas,False,NA,spatulas purple seven
12,adj_num,six,vases,green,six green vases,False,NA,vases six green
12,num,NA,ducks,four,four ducks,False,NA,four ducks
12,adj_num,four,ribbons,spotted,four spotted ribbons,False,NA,ribbons spotted four
12,adj,NA,shoe,dirty,dirty shoe,False,NA,shoe dirty
12,adj_num,five,ducks,wooden,five wooden ducks,False,NA,five wooden ducks
12,adj_num,ten,horses,wooden,ten wooden horses,False,NA,horses ten wooden
12,adj_num,five,lamps,wooden,five wooden lamps,False,NA,lamps wooden five
12,adj_num,three,leaves,stone,three stone leaves,False,NA,three stone leaves
12,num,NA,banana,one,one banana,False,NA,one banana
12,adj_num,four,pears,spotted,four spotted pears,False,NA,four spotted pears
12,adj_num,two,shirts,dirty,two dirty shirts,False,NA,dirty two shirts
12,adj_num,three,boxes,blue,three blue boxes,False,NA,three blue boxes
12,adj_num,three,bowls,orange,three orange bowls,False,NA,bowls orange three
12,adj_num,seven,pillows,purple,seven purple pillows,False,NA,pillows purple seven
12,num,NA,pitchers,nine,nine pitchers,False,NA,nine pitchers
12,adj,NA,tray,spotted,spotted tray,False,NA,spotted tray
12,adj_num,three,keys,blue,three blue keys,False,NA,blue three keys
12,num,NA,ribbon,one,one ribbon,False,NA,ribbon one
12,adj_num,nine,hats,orange,nine orange hats,False,NA,hats orange nine
12,adj_num,three,chairs,dirty,three dirty chairs,False,NA,chairs three dirty
12,adj_num,two,trays,dirty,two dirty trays,False,NA,trays two dirty
12,adj,NA,ribbon,wooden,wooden ribbon,False,NA,wooden ribbon
12,adj_num,eight,couches,wooden,eight wooden couches,False,NA,couches eight wooden
12,adj,NA,lamp,wooden,wooden lamp,False,NA,wooden lamp
12,num,NA,shirts,two,two shirts,False,NA,two shirts
12,adj_num,two,pineapples,wooden,two wooden pineapples,False,NA,wooden two pineapples
12,num,NA,chairs,two,two chairs,False,NA,two chairs
12,adj,NA,couch,striped,striped couch,False,NA,striped couch
12,adj,NA,pillow,furry,furry pillow,False,NA,pillow furry
12,adj_num,three,shoes,dirty,three dirty shoes,False,NA,three dirty shoes
12,adj,NA,spatula,green,green spatula,False,NA,green spatula
12,adj,NA,duck,stone,stone duck,False,NA,duck stone
12,adj_num,eight,pigs,striped,eight striped pigs,False,NA,pigs eight striped
12,adj_num,three,cherries,stone,three stone cherries,False,NA,stone three cherries
12,adj_num,six,cars,wooden,six wooden cars,False,NA,six wooden cars
12,adj_num,ten,darts,furry,ten furry darts,False,NA,ten furry darts
12,adj_num,six,pitchers,stone,six stone pitchers,False,NA,pitchers stone six
12,adj_num,three,bananas,spotted,three spotted bananas,False,NA,bananas three spotted
12,adj_num,nine,shovels,dirty,nine dirty shovels,False,NA,dirty nine shovels
13,adj,NA,car,NA,orange car,NA,orange,car orange
13,num,NA,duck,NA,one duck,NA,one,duck one
13,adj,NA,hat,NA,orange hat,NA,orange,hat orange
13,num,NA,hats,NA,four hats,NA,four,hats four
13,num,NA,cars,NA,eight cars,NA,eight,cars eight
13,adj,NA,box,NA,stone box,NA,stone,box stone
13,adj,NA,spatula,NA,green spatula,NA,green,spatula green
13,adj,NA,cherry,NA,wooden cherry,NA,wooden,cherry wooden
13,num,NA,key,NA,one key,NA,one,key one
13,num,NA,shovels,NA,three shovels,NA,three,shovels three
13,num,NA,pitchers,NA,three pitchers,NA,three,pitchers three
13,num,NA,horses,NA,two horses,NA,two,horses two
13,adj,NA,pig,NA,stone pig,NA,stone,pig stone
13,adj,NA,vase,NA,dirty vase,NA,dirty,vase dirty
13,num,NA,bananas,NA,three bananas,NA,three,bananas three
13,num,NA,lamps,NA,six lamps,NA,six,lamps six
13,adj,NA,handbag,NA,spotted handbag,NA,spotted,handbag spotted
13,num,NA,suitcases,NA,four suitcases,NA,four,suitcases four
13,num,NA,shirts,NA,nine shirts,NA,nine,shirts nine
13,adj,NA,cow,NA,striped cow,NA,striped,cow striped
13,adj,NA,chair,NA,dirty chair,NA,dirty,chair dirty
13,num,NA,darts,NA,nine darts,NA,nine,darts nine
13,adj,NA,pitcher,NA,orange pitcher,NA,orange,pitcher orange
13,num,NA,cows,NA,seven cows,NA,seven,cows seven
13,adj,NA,shoe,NA,wooden shoe,NA,wooden,shoe wooden
13,adj,NA,couch,NA,furry couch,NA,furry,couch furry
13,adj,NA,lamp,NA,dirty lamp,NA,dirty,lamp dirty
13,num,NA,pillows,NA,three pillows,NA,three,pillows three
13,adj,NA,pear,NA,green pear,NA,green,pear green
13,num,NA,trays,NA,ten trays,NA,ten,trays ten
13,num,NA,cherry,one,one cherry,False,NA,cherry one
13,num,NA,spatulas,two,two spatulas,False,NA,spatulas two
13,adj_num,three,spatulas,striped,three striped spatulas,False,NA,spatulas striped three
13,adj_num,eight,pigs,furry,eight furry pigs,False,NA,pigs furry eight
13,adj,NA,cow,stone,stone cow,False,NA,cow stone
13,adj,NA,dart,stone,stone dart,False,NA,dart stone
13,adj,NA,suitcase,purple,purple suitcase,False,NA,suitcase purple
13,adj_num,seven,shoes,green,seven green shoes,False,NA,shoes green seven
13,adj_num,one,shovel,blue,one blue shovel,False,NA,shovel blue one
13,num,NA,chairs,four,four chairs,False,NA,chairs four
13,num,NA,horses,six,six horses,False,NA,horses six
13,adj_num,three,pineapples,spotted,three spotted pineapples,False,NA,pineapples spotted three
13,num,NA,bananas,nine,nine bananas,False,NA,bananas nine
13,adj,NA,pitcher,purple,purple pitcher,False,NA,pitcher purple
13,adj_num,seven,pears,spotted,seven spotted pears,False,NA,pears spotted seven
13,adj_num,seven,leaves,stone,seven stone leaves,False,NA,leaves stone seven
13,adj,NA,lamp,stone,stone lamp,False,NA,lamp stone
13,adj_num,six,keys,blue,six blue keys,False,NA,keys blue six
13,adj,NA,key,dirty,dirty key,False,NA,key dirty
13,adj_num,five,boxes,striped,five striped boxes,False,NA,boxes striped five
13,adj,NA,handbag,orange,orange handbag,False,NA,handbag orange
13,num,NA,vases,four,four vases,False,NA,vases four
13,adj_num,five,pillows,dirty,five dirty pillows,False,NA,pillows dirty five
13,num,NA,darts,three,three darts,False,NA,darts three
13,adj_num,eight,scarfs,green,eight green scarfs,False,NA,scarfs green eight
13,adj_num,eight,ducks,striped,eight striped ducks,False,NA,ducks striped eight
13,adj_num,six,cars,spotted,six spotted cars,False,NA,cars spotted six
13,adj,NA,car,spotted,spotted car,False,NA,car spotted
13,adj_num,four,cows,furry,four furry cows,False,NA,cows furry four
13,adj,NA,shirt,green,green shirt,False,NA,shirt green
13,adj_num,four,chairs,purple,four purple chairs,False,NA,chairs purple four
13,adj,NA,hat,spotted,spotted hat,False,NA,hat spotted
13,adj_num,two,vases,dirty,two dirty vases,False,NA,vases dirty two
13,adj_num,eight,cherries,stone,eight stone cherries,False,NA,cherries stone eight
13,adj_num,seven,lamps,green,seven green lamps,False,NA,lamps green seven
13,adj_num,one,ribbon,wooden,one wooden ribbon,False,NA,one wooden ribbon
13,adj_num,one,shirt,dirty,one dirty shirt,False,NA,shirt dirty one
13,num,NA,handbags,six,six handbags,False,NA,handbags six
13,adj_num,three,bananas,stone,three stone bananas,False,NA,bananas stone three
13,adj_num,eight,bowls,blue,eight blue bowls,False,NA,bowls blue eight
13,adj_num,six,couches,green,six green couches,False,NA,couches green six
13,adj_num,two,handbags,orange,two orange handbags,False,NA,handbags orange two
13,adj_num,five,suitcases,orange,five orange suitcases,False,NA,suitcases orange five
13,adj_num,four,trays,purple,four purple trays,False,NA,trays purple four
13,adj_num,six,horses,spotted,six spotted horses,False,NA,horses spotted six
13,num,NA,lamps,two,two lamps,False,NA,lamps two
13,adj_num,seven,pitchers,orange,seven orange pitchers,False,NA,pitchers orange seven
13,num,NA,trays,ten,ten trays,False,NA,trays ten
13,adj_num,nine,darts,spotted,nine spotted darts,False,NA,darts spotted nine
13,adj_num,eight,hats,wooden,eight wooden hats,False,NA,hats wooden eight
14,adj,NA,key,NA,orange key,NA,orange,key orange
14,adj,NA,duck,NA,green duck,NA,green,duck green
14,num,NA,chair,NA,one chair,NA,one,chair one
14,num,NA,bowls,NA,two bowls,NA,two,bowls two
14,num,NA,lamps,NA,ten lamps,NA,ten,lamps ten
14,adj,NA,lamp,NA,purple lamp,NA,purple,lamp purple
14,adj,NA,shovel,NA,blue shovel,NA,blue,shovel blue
14,adj,NA,tray,NA,blue tray,NA,blue,tray blue
14,num,NA,pitchers,NA,three pitchers,NA,three,pitchers three
14,adj,NA,chair,NA,furry chair,NA,furry,chair furry
14,num,NA,handbags,NA,seven handbags,NA,seven,handbags seven
14,adj,NA,bowl,NA,green bowl,NA,green,bowl green
14,num,NA,pillows,NA,two pillows,NA,two,pillows two
14,num,NA,pears,NA,five pears,NA,five,pears five
14,adj,NA,cow,NA,spotted cow,NA,spotted,cow spotted
14,adj,NA,ribbon,NA,green ribbon,NA,green,ribbon green
14,num,NA,vases,NA,ten vases,NA,ten,vases ten
14,adj,NA,hat,NA,furry hat,NA,furry,hat furry
14,num,NA,pineapples,NA,four pineapples,NA,four,pineapples four
14,adj,NA,leaf,NA,spotted leaf,NA,spotted,leaf spotted
14,adj,NA,shoe,NA,purple shoe,NA,purple,shoe purple
14,num,NA,ribbons,NA,eight ribbons,NA,eight,ribbons eight
14,num,NA,hats,NA,nine hats,NA,nine,hats nine
14,adj,NA,car,NA,orange car,NA,orange,car orange
14,adj,NA,couch,NA,orange couch,NA,orange,couch orange
14,num,NA,key,NA,one key,NA,one,key one
14,num,NA,spatula,NA,one spatula,NA,one,spatula one
14,num,NA,shoes,NA,ten shoes,NA,ten,shoes ten
14,adj,NA,suitcase,NA,green suitcase,NA,green,suitcase green
14,num,NA,boxes,NA,five boxes,NA,five,boxes five
14,adj_num,three,scarfs,spotted,three spotted scarfs,False,NA,scarfs three spotted
14,adj,NA,leaf,dirty,dirty leaf,False,NA,leaf dirty
14,adj_num,two,pigs,striped,two striped pigs,False,NA,pigs striped two
14,adj_num,nine,pillows,purple,nine purple pillows,False,NA,pillows purple nine
14,adj_num,ten,boxes,spotted,ten spotted boxes,False,NA,spotted ten boxes
14,adj_num,three,lamps,dirty,three dirty lamps,False,NA,lamps dirty three
14,adj,NA,chair,green,green chair,False,NA,chair green
14,adj_num,three,pitchers,spotted,three spotted pitchers,False,NA,pitchers spotted three
14,num,NA,hats,five,five hats,False,NA,hats five
14,adj_num,seven,horses,furry,seven furry horses,False,NA,horses furry seven
14,adj,NA,box,stone,stone box,False,NA,box stone
14,adj,NA,shirt,striped,striped shirt,False,NA,shirt striped
14,adj_num,two,ribbons,striped,two striped ribbons,False,NA,ribbons striped two
14,adj_num,two,keys,blue,two blue keys,False,NA,keys blue two
14,adj_num,one,cherry,dirty,one dirty cherry,False,NA,cherry dirty one
14,adj_num,six,trays,dirty,six dirty trays,False,NA,trays dirty six
14,num,NA,pitchers,two,two pitchers,False,NA,pitchers two
14,adj_num,six,pears,spotted,six spotted pears,False,NA,pears spotted six
14,adj_num,eight,leaves,purple,eight purple leaves,False,NA,leaves purple eight
14,adj_num,three,hats,striped,three striped hats,False,NA,hats striped three
14,num,NA,ducks,ten,ten ducks,False,NA,ducks ten
14,adj,NA,shovel,stone,stone shovel,False,NA,shovel stone
14,adj,NA,pitcher,wooden,wooden pitcher,False,NA,pitcher wooden
14,adj,NA,pillow,purple,purple pillow,False,NA,pillow purple
14,adj_num,ten,cows,spotted,ten spotted cows,False,NA,cows spotted ten
14,adj_num,five,chairs,green,five green chairs,False,NA,chairs green five
14,adj,NA,pig,spotted,spotted pig,False,NA,pig spotted
14,num,NA,bowls,three,three bowls,False,NA,bowls three
14,adj_num,one,shovel,purple,one purple shovel,False,NA,shovel one purple
14,adj_num,ten,shirts,stone,ten stone shirts,False,NA,shirts stone ten
14,num,NA,cherries,three,three cherries,False,NA,cherries three
14,adj_num,six,handbags,spotted,six spotted handbags,False,NA,handbags spotted six
14,num,NA,chairs,two,two chairs,False,NA,chairs two
14,num,NA,couches,eight,eight couches,False,NA,couches eight
14,adj_num,four,bowls,orange,four orange bowls,False,NA,bowls orange four
14,adj_num,three,suitcases,purple,three purple suitcases,False,NA,suitcases purple three
14,adj_num,seven,ducks,striped,seven striped ducks,False,NA,ducks striped seven
14,num,NA,cows,five,five cows,False,NA,cows five
14,num,NA,spatulas,two,two spatulas,False,NA,spatulas two
14,adj,NA,key,green,green key,False,NA,key green
14,adj_num,six,cars,blue,six blue cars,False,NA,cars blue six
14,adj_num,one,vase,blue,one blue vase,False,NA,vase blue one
14,adj_num,ten,couches,spotted,ten spotted couches,False,NA,couches spotted ten
14,adj_num,ten,spatulas,wooden,ten wooden spatulas,False,NA,spatulas wooden ten
14,adj_num,four,pineapples,wooden,four wooden pineapples,False,NA,pineapples wooden four
14,adj_num,nine,shoes,wooden,nine wooden shoes,False,NA,shoes wooden nine
14,adj,NA,pineapple,wooden,wooden pineapple,False,NA,pineapple wooden
14,num,NA,handbags,nine,nine handbags,False,NA,handbags nine
14,adj_num,one,dart,purple,one purple dart,False,NA,dart purple one
14,adj_num,seven,bananas,dirty,seven dirty bananas,False,NA,seven dirty bananas
15,num,NA,boxes,NA,seven boxes,NA,seven,boxes seven
15,adj,NA,shovel,NA,wooden shovel,NA,wooden,shovel wooden
15,adj,NA,banana,NA,dirty banana,NA,dirty,banana dirty
15,num,NA,cows,NA,two cows,NA,two,cows two
15,adj,NA,chair,NA,wooden chair,NA,wooden,chair wooden
15,adj,NA,shirt,NA,spotted shirt,NA,spotted,shirt spotted
15,adj,NA,scarf,NA,dirty scarf,NA,dirty,scarf dirty
15,num,NA,horses,NA,seven horses,NA,seven,horses seven
15,num,NA,shirts,NA,ten shirts,NA,ten,shirts ten
15,num,NA,bowls,NA,six bowls,NA,six,bowls six
15,adj,NA,cow,NA,dirty cow,NA,dirty,cow dirty
15,adj,NA,horse,NA,furry horse,NA,furry,horse furry
15,adj,NA,hat,NA,striped hat,NA,striped,hat striped
15,adj,NA,leaf,NA,stone leaf,NA,stone,leaf stone
15,num,NA,handbag,NA,one handbag,NA,one,handbag one
15,num,NA,lamps,NA,seven lamps,NA,seven,lamps seven
15,adj,NA,pitcher,NA,stone pitcher,NA,stone,pitcher stone
15,num,NA,pigs,NA,two pigs,NA,two,pigs two
15,num,NA,pineapples,NA,nine pineapples,NA,nine,pineapples nine
15,num,NA,scarfs,NA,four scarfs,NA,four,scarfs four
15,adj,NA,bowl,NA,stone bowl,NA,stone,bowl stone
15,num,NA,pitchers,NA,ten pitchers,NA,ten,pitchers ten
15,num,NA,suitcases,NA,eight suitcases,NA,eight,suitcases eight
15,num,NA,shoes,NA,two shoes,NA,two,shoes two
15,num,NA,darts,NA,ten darts,NA,ten,darts ten
15,adj,NA,key,NA,blue key,NA,blue,key blue
15,adj,NA,pear,NA,wooden pear,NA,wooden,pear wooden
15,adj,NA,vase,NA,striped vase,NA,striped,vase striped
15,num,NA,pillows,NA,eight pillows,NA,eight,pillows eight
15,adj,NA,pineapple,NA,stone pineapple,NA,stone,pineapple stone
15,num,NA,cherry,one,one cherry,False,NA,cherry one
15,adj_num,two,chairs,stone,two stone chairs,False,NA,chairs stone two
15,adj_num,three,pineapples,wooden,three wooden pineapples,False,NA,pineapples wooden three
15,adj,NA,lamp,orange,orange lamp,False,NA,lamp orange
15,num,NA,couches,eight,eight couches,False,NA,couches eight
15,num,NA,cars,seven,seven cars,False,NA,seven cars
15,adj_num,two,trays,wooden,two wooden trays,False,NA,trays wooden two
15,adj_num,seven,pillows,orange,seven orange pillows,False,NA,pillows orange seven
15,adj_num,nine,shirts,spotted,nine spotted shirts,False,NA,shirts spotted nine
15,adj_num,six,boxes,green,six green boxes,False,NA,boxes green six
15,adj_num,nine,couches,striped,nine striped couches,False,NA,couches striped nine
15,adj_num,eight,shoes,orange,eight orange shoes,False,NA,shoes orange eight
15,num,NA,handbag,one,one handbag,False,NA,one handbag
15,adj_num,nine,lamps,striped,nine striped lamps,False,NA,lamps striped nine
15,adj_num,three,horses,furry,three furry horses,False,NA,three furry horses
15,num,NA,hats,two,two hats,False,NA,two hats
15,adj_num,nine,pears,dirty,nine dirty pears,False,NA,dirty nine pears
15,adj_num,ten,ribbons,dirty,ten dirty ribbons,False,NA,ribbons dirty ten
15,adj,NA,tray,blue,blue tray,False,NA,tray blue
15,adj_num,three,shovels,green,three green shovels,False,NA,shovels green three
15,adj,NA,shovel,spotted,spotted shovel,False,NA,shovel spotted
15,adj,NA,horse,striped,striped horse,False,NA,horse striped
15,adj_num,two,cars,purple,two purple cars,False,NA,cars purple two
15,adj_num,five,pitchers,purple,five purple pitchers,False,NA,pitchers purple five
15,num,NA,keys,three,three keys,False,NA,keys three
15,adj_num,six,bowls,striped,six striped bowls,False,NA,bowls striped six
15,adj_num,two,bananas,wooden,two wooden bananas,False,NA,bananas wooden two
15,adj_num,eight,hats,striped,eight striped hats,False,NA,eight striped hats
15,adj_num,six,darts,striped,six striped darts,False,NA,darts striped six
15,adj_num,eight,scarfs,orange,eight orange scarfs,False,NA,scarfs orange eight
15,adj_num,four,handbags,dirty,four dirty handbags,False,NA,handbags dirty four
15,num,NA,vases,six,six vases,False,NA,vases six
15,adj,NA,leaf,stone,stone leaf,False,NA,leaf stone
15,adj_num,nine,cows,dirty,nine dirty cows,False,NA,cows dirty nine
15,adj,NA,duck,striped,striped duck,False,NA,duck striped
15,adj_num,four,keys,orange,four orange keys,False,NA,keys orange four
15,adj,NA,spatula,purple,purple spatula,False,NA,spatula purple
15,num,NA,lamps,six,six lamps,False,NA,lamps six
15,adj_num,nine,pigs,stone,nine stone pigs,False,NA,pigs stone nine
15,adj,NA,pillow,furry,furry pillow,False,NA,pillow furry
15,adj_num,nine,cherries,dirty,nine dirty cherries,False,NA,cherries dirty nine
